,grid_id_old,grid_id
37312,"(129, 221)","(38, 41)"
37313,"(128, 210)","(38, 29)"
37314,"(130, 224)","(39, 44)"
37315,"(129, 221)","(38, 40)"
37316,"(130, 220)","(40, 39)"
37318,"(130, 220)","(40, 39)"
37319,"(131, 222)","(40, 42)"
37320,"(128, 219)","(38, 38)"
37322,"(128, 209)","(38, 28)"
37323,"(130, 213)","(40, 33)"
37324,"(130, 221)","(39, 41)"
37326,"(131, 219)","(41, 39)"
37328,"(128, 219)","(38, 38)"
37333,"(129, 223)","(39, 42)"
37336,"(130, 220)","(40, 39)"
37337,"(129, 223)","(39, 42)"
37338,"(127, 211)","(37, 31)"
37341,"(131, 216)","(41, 36)"
37343,"(132, 213)","(41, 33)"
37346,"(129, 221)","(38, 40)"
37347,"(128, 216)","(37, 36)"
37349,"(131, 221)","(41, 41)"
37350,"(129, 216)","(39, 36)"
37351,"(131, 212)","(41, 32)"
37359,"(131, 210)","(41, 30)"
37360,"(131, 210)","(40, 29)"
37365,"(127, 209)","(37, 28)"
37366,"(131, 211)","(41, 31)"
37367,"(131, 212)","(41, 32)"
37368,"(129, 219)","(38, 39)"
37369,"(132, 217)","(41, 36)"
37372,"(128, 220)","(37, 39)"
37373,"(127, 217)","(36, 36)"
37375,"(128, 217)","(37, 36)"
37376,"(131, 222)","(40, 42)"
37377,"(128, 216)","(37, 36)"
37378,"(129, 212)","(39, 31)"
37379,"(131, 215)","(41, 35)"
37384,"(130, 213)","(40, 33)"
37389,"(130, 221)","(39, 41)"
37391,"(129, 209)","(38, 29)"
37392,"(127, 211)","(37, 31)"
37393,"(128, 216)","(37, 36)"
37701,"(129, 222)","(38, 41)"
37716,"(130, 221)","(40, 41)"
37717,"(127, 217)","(36, 36)"
37718,"(130, 213)","(40, 33)"
37719,"(130, 225)","(40, 44)"
37720,"(132, 209)","(41, 29)"
37721,"(128, 216)","(37, 36)"
37725,"(128, 225)","(37, 44)"
37728,"(130, 221)","(39, 41)"
37729,"(131, 212)","(41, 31)"
37732,"(129, 223)","(39, 42)"
37740,"(130, 224)","(40, 43)"
37743,"(131, 223)","(40, 42)"
37744,"(131, 218)","(41, 38)"
37745,"(132, 208)","(41, 27)"
37747,"(130, 209)","(39, 29)"
37748,"(127, 211)","(37, 31)"
37751,"(129, 223)","(39, 42)"
37753,"(129, 224)","(38, 44)"
37754,"(132, 217)","(41, 36)"
37755,"(132, 208)","(41, 27)"
37761,"(130, 235)","(40, 55)"
37762,"(82, 360)","(-9, 179)"
37763,"(82, 360)","(-9, 179)"
37764,"(82, 360)","(-9, 179)"
37765,"(83, 359)","(-7, 179)"
37766,"(84, 357)","(-6, 176)"
37771,"(84, 357)","(-6, 176)"
37806,"(91, 211)","(1, 30)"
37807,"(94, 212)","(3, 31)"
37808,"(94, 212)","(4, 32)"
37810,"(91, 211)","(1, 30)"
37813,"(91, 214)","(0, 34)"
37820,"(91, 211)","(0, 30)"
37821,"(93, 212)","(2, 31)"
37822,"(91, 213)","(0, 33)"
37823,"(91, 214)","(1, 33)"
37824,"(90, 211)","(0, 30)"
37829,"(91, 214)","(0, 34)"
37837,"(91, 215)","(1, 34)"
37838,"(93, 212)","(2, 31)"
37839,"(92, 215)","(1, 35)"
37841,"(89, 210)","(-1, 30)"
37903,"(91, 213)","(0, 33)"
37911,"(93, 212)","(2, 32)"
37920,"(93, 214)","(3, 33)"
37922,"(91, 211)","(0, 30)"
37923,"(136, 215)","(45, 34)"
37924,"(139, 204)","(48, 24)"
37925,"(139, 220)","(49, 39)"
37927,"(140, 204)","(50, 24)"
37928,"(139, 215)","(48, 35)"
37929,"(140, 212)","(49, 31)"
37937,"(140, 204)","(50, 24)"
37938,"(139, 206)","(48, 26)"
37941,"(137, 210)","(47, 30)"
37944,"(142, 213)","(51, 32)"
37947,"(142, 205)","(51, 25)"
37965,"(143, 177)","(52, -4)"
37966,"(147, 177)","(57, -4)"
37967,"(146, 176)","(56, -4)"
37968,"(148, 177)","(57, -3)"
37969,"(143, 177)","(52, -4)"
37970,"(145, 179)","(54, -1)"
37971,"(141, 176)","(50, -5)"
37972,"(144, 179)","(54, -2)"
37988,"(145, 178)","(55, -3)"
38002,"(111, 24)","(20, -156)"
38003,"(131, 91)","(40, -89)"
38006,"(124, 80)","(34, -100)"
38007,"(123, 94)","(33, -87)"
38008,"(129, 82)","(38, -98)"
38009,"(124, 79)","(34, -102)"
38010,"(125, 62)","(34, -118)"
38011,"(133, 102)","(43, -79)"
38014,"(125, 88)","(34, -92)"
38015,"(130, 76)","(39, -105)"
38017,"(131, 75)","(41, -105)"
38018,"(131, 102)","(40, -79)"
38019,"(129, 82)","(38, -98)"
38020,"(126, 83)","(36, -98)"
38021,"(123, 95)","(33, -85)"
38022,"(124, 68)","(33, -112)"
38023,"(133, 95)","(42, -86)"
38024,"(132, 81)","(42, -100)"
38025,"(128, 95)","(38, -85)"
38026,"(126, 83)","(36, -98)"
38027,"(133, 88)","(42, -92)"
38029,"(111, 24)","(20, -156)"
38030,"(127, 61)","(37, -120)"
38031,"(125, 69)","(34, -112)"
38032,"(126, 83)","(36, -98)"
38033,"(111, 24)","(20, -156)"
38034,"(125, 88)","(34, -92)"
38035,"(129, 75)","(39, -106)"
38038,"(137, 93)","(46, -88)"
38039,"(129, 88)","(38, -92)"
38042,"(133, 87)","(42, -94)"
38044,"(125, 88)","(35, -92)"
38051,"(129, 75)","(39, -106)"
38055,"(125, 88)","(35, -92)"
38058,"(124, 63)","(34, -118)"
38059,"(137, 86)","(46, -94)"
38061,"(130, 94)","(40, -86)"
38064,"(126, 83)","(36, -98)"
38065,"(122, 77)","(31, -104)"
38066,"(129, 75)","(39, -106)"
38067,"(135, 91)","(45, -90)"
38068,"(125, 62)","(34, -118)"
38069,"(124, 65)","(33, -115)"
38071,"(125, 88)","(35, -92)"
38078,"(123, 94)","(33, -87)"
38081,"(126, 83)","(36, -98)"
38082,"(126, 83)","(36, -98)"
38083,"(131, 91)","(40, -89)"
38086,"(123, 94)","(33, -87)"
38088,"(126, 83)","(36, -98)"
38090,"(123, 94)","(33, -87)"
38092,"(125, 74)","(34, -106)"
38093,"(126, 83)","(36, -98)"
38094,"(133, 87)","(42, -94)"
38097,"(125, 88)","(35, -92)"
38104,"(125, 88)","(35, -92)"
38105,"(130, 69)","(39, -112)"
38106,"(137, 86)","(46, -94)"
38108,"(125, 88)","(35, -92)"
38109,"(126, 83)","(36, -98)"
38110,"(137, 86)","(46, -94)"
38111,"(111, 24)","(20, -156)"
38112,"(126, 83)","(36, -98)"
38113,"(125, 74)","(34, -106)"
38115,"(123, 94)","(33, -87)"
38117,"(129, 75)","(39, -106)"
38122,"(121, 89)","(31, -91)"
38123,"(123, 94)","(33, -87)"
38131,"(128, 59)","(38, -122)"
38132,"(126, 83)","(36, -98)"
38133,"(123, 94)","(33, -87)"
38136,"(125, 88)","(35, -92)"
38139,"(125, 88)","(35, -92)"
38146,"(125, 88)","(35, -92)"
38152,"(124, 98)","(33, -83)"
38153,"(131, 91)","(40, -89)"
38158,"(129, 75)","(39, -106)"
38163,"(131, 91)","(40, -89)"
38167,"(131, 101)","(40, -80)"
38169,"(129, 75)","(39, -106)"
38170,"(131, 91)","(40, -89)"
38175,"(137, 86)","(46, -94)"
38177,"(131, 91)","(40, -89)"
38180,"(125, 69)","(34, -112)"
38181,"(123, 94)","(33, -87)"
38183,"(130, 64)","(39, -117)"
38184,"(131, 91)","(40, -89)"
38187,"(125, 88)","(35, -92)"
38195,"(123, 94)","(33, -87)"
38206,"(123, 94)","(33, -87)"
38209,"(128, 95)","(38, -85)"
38213,"(125, 88)","(35, -92)"
38217,"(123, 94)","(33, -87)"
38220,"(123, 94)","(33, -87)"
38228,"(123, 94)","(33, -87)"
38236,"(132, 81)","(42, -100)"
38238,"(129, 75)","(39, -106)"
38247,"(129, 75)","(39, -106)"
38251,"(129, 75)","(39, -106)"
38256,"(137, 86)","(46, -94)"
38258,"(129, 75)","(39, -106)"
38263,"(138, 71)","(47, -110)"
38264,"(125, 62)","(34, -118)"
38265,"(130, 94)","(40, -86)"
38271,"(130, 105)","(39, -76)"
38277,"(131, 91)","(40, -89)"
38280,"(132, 109)","(42, -72)"
38281,"(134, 109)","(44, -72)"
38284,"(125, 88)","(35, -92)"
38288,"(125, 69)","(34, -112)"
38289,"(123, 94)","(33, -87)"
38290,"(129, 82)","(38, -98)"
38292,"(123, 94)","(33, -87)"
38293,"(131, 57)","(41, -124)"
38295,"(126, 83)","(36, -98)"
38296,"(125, 88)","(35, -92)"
38298,"(125, 74)","(34, -106)"
38299,"(125, 88)","(35, -92)"
38301,"(129, 82)","(38, -98)"
38303,"(129, 75)","(39, -106)"
38306,"(125, 64)","(35, -116)"
38307,"(131, 91)","(40, -89)"
38309,"(131, 91)","(40, -89)"
38315,"(129, 82)","(38, -98)"
38317,"(128, 95)","(38, -85)"
38320,"(125, 88)","(35, -92)"
38325,"(131, 103)","(41, -78)"
38326,"(125, 69)","(34, -112)"
38329,"(125, 69)","(34, -112)"
38332,"(128, 95)","(38, -85)"
38334,"(130, 105)","(39, -76)"
38337,"(123, 94)","(33, -87)"
38347,"(129, 82)","(38, -98)"
38348,"(129, 88)","(38, -92)"
38349,"(125, 95)","(35, -85)"
38351,"(125, 88)","(35, -92)"
38357,"(125, 88)","(35, -92)"
38367,"(131, 91)","(40, -89)"
38373,"(131, 91)","(40, -89)"
38383,"(131, 98)","(40, -83)"
38385,"(129, 76)","(38, -105)"
38386,"(129, 82)","(38, -98)"
38388,"(131, 91)","(40, -89)"
38394,"(123, 94)","(33, -87)"
38399,"(123, 94)","(33, -87)"
38402,"(128, 95)","(38, -85)"
38404,"(125, 88)","(35, -92)"
38414,"(123, 94)","(33, -87)"
38416,"(130, 76)","(40, -105)"
38418,"(130, 64)","(40, -116)"
38419,"(134, 60)","(44, -121)"
38420,"(130, 64)","(39, -117)"
38424,"(135, 80)","(44, -100)"
38425,"(131, 91)","(40, -89)"
38430,"(123, 94)","(33, -87)"
38440,"(129, 82)","(38, -98)"
38444,"(123, 94)","(33, -87)"
38446,"(123, 94)","(33, -87)"
38447,"(134, 60)","(44, -121)"
38448,"(134, 60)","(44, -121)"
38449,"(130, 105)","(39, -76)"
38457,"(131, 103)","(41, -78)"
38458,"(125, 69)","(34, -112)"
38466,"(123, 94)","(33, -87)"
38484,"(135, 66)","(44, -115)"
38487,"(123, 94)","(33, -87)"
38490,"(125, 88)","(35, -92)"
38498,"(131, 91)","(40, -89)"
38503,"(131, 101)","(40, -80)"
38504,"(129, 103)","(39, -77)"
38508,"(134, 109)","(44, -72)"
38512,"(135, 66)","(44, -115)"
38515,"(135, 66)","(44, -115)"
38517,"(137, 86)","(46, -94)"
38520,"(123, 94)","(33, -87)"
38522,"(130, 64)","(39, -117)"
38523,"(125, 88)","(35, -92)"
38528,"(128, 95)","(38, -85)"
38533,"(137, 86)","(46, -94)"
38534,"(130, 94)","(40, -86)"
38537,"(134, 109)","(44, -72)"
38540,"(131, 91)","(40, -89)"
38550,"(123, 94)","(33, -87)"
38552,"(131, 91)","(40, -89)"
38553,"(123, 94)","(33, -87)"
38555,"(131, 91)","(40, -89)"
38560,"(135, 66)","(44, -115)"
38562,"(131, 91)","(40, -89)"
38567,"(123, 94)","(33, -87)"
38568,"(125, 69)","(34, -112)"
38570,"(130, 76)","(40, -105)"
38571,"(131, 91)","(40, -89)"
38577,"(122, 97)","(31, -83)"
38578,"(123, 94)","(33, -87)"
38583,"(124, 63)","(34, -118)"
38584,"(123, 94)","(33, -87)"
38585,"(122, 95)","(31, -85)"
38586,"(123, 94)","(33, -87)"
38588,"(121, 92)","(31, -88)"
38589,"(131, 91)","(40, -89)"
38593,"(123, 94)","(33, -87)"
38595,"(125, 88)","(35, -92)"
38599,"(133, 87)","(42, -94)"
38602,"(130, 94)","(40, -86)"
38611,"(131, 91)","(40, -89)"
38617,"(135, 66)","(44, -115)"
38629,"(135, 108)","(44, -73)"
38630,"(125, 87)","(34, -93)"
38631,"(131, 91)","(40, -89)"
38635,"(135, 91)","(45, -90)"
38636,"(123, 94)","(33, -87)"
38640,"(129, 82)","(38, -98)"
38642,"(129, 82)","(38, -98)"
38644,"(129, 75)","(39, -106)"
38645,"(131, 91)","(40, -89)"
38653,"(125, 88)","(35, -92)"
38655,"(123, 94)","(33, -87)"
38668,"(123, 94)","(33, -87)"
38674,"(134, 60)","(44, -121)"
38676,"(125, 88)","(35, -92)"
38681,"(131, 91)","(40, -89)"
38686,"(125, 88)","(35, -92)"
38688,"(123, 94)","(33, -87)"
38699,"(126, 94)","(36, -86)"
38700,"(131, 91)","(40, -89)"
38705,"(131, 69)","(41, -112)"
38706,"(117, 83)","(27, -98)"
38707,"(130, 105)","(39, -76)"
38716,"(128, 95)","(38, -85)"
38717,"(123, 94)","(33, -87)"
38723,"(128, 95)","(38, -85)"
38725,"(123, 83)","(33, -97)"
38726,"(125, 93)","(34, -88)"
38728,"(121, 96)","(30, -85)"
38734,"(137, 86)","(46, -94)"
38736,"(131, 103)","(41, -78)"
38737,"(129, 58)","(39, -122)"
38738,"(123, 93)","(33, -88)"
38739,"(111, 24)","(21, -157)"
38740,"(131, 103)","(41, -78)"
38743,"(131, 103)","(41, -78)"
38745,"(124, 88)","(34, -92)"
38749,"(133, 110)","(43, -71)"
38754,"(124, 95)","(33, -86)"
38758,"(131, 91)","(40, -89)"
38762,"(129, 82)","(38, -98)"
38764,"(123, 96)","(33, -85)"
38767,"(137, 86)","(46, -94)"
38768,"(129, 100)","(39, -81)"
38769,"(132, 81)","(42, -100)"
38771,"(122, 94)","(32, -87)"
38774,"(123, 96)","(33, -85)"
38776,"(132, 99)","(41, -82)"
38787,"(125, 88)","(35, -92)"
38797,"(124, 94)","(34, -87)"
38804,"(137, 92)","(46, -89)"
38807,"(128, 99)","(38, -81)"
38816,"(123, 86)","(32, -95)"
38817,"(123, 94)","(33, -87)"
38827,"(129, 103)","(39, -77)"
38835,"(125, 88)","(35, -92)"
38839,"(130, 104)","(39, -77)"
38867,"(123, 94)","(33, -87)"
38879,"(123, 94)","(33, -87)"
38891,"(117, 100)","(27, -80)"
38908,"(125, 62)","(34, -118)"
38909,"(128, 95)","(38, -85)"
38913,"(131, 103)","(41, -78)"
38916,"(131, 102)","(40, -79)"
38918,"(131, 91)","(40, -89)"
38940,"(125, 74)","(34, -106)"
38941,"(125, 88)","(35, -92)"
38943,"(125, 88)","(35, -92)"
38949,"(136, 91)","(45, -89)"
38955,"(131, 91)","(40, -89)"
38967,"(128, 95)","(38, -85)"
38969,"(125, 88)","(35, -92)"
38979,"(129, 75)","(39, -106)"
38980,"(131, 103)","(41, -78)"
38981,"(131, 98)","(40, -83)"
38991,"(123, 94)","(33, -87)"
39056,"(112, 23)","(21, -158)"
39059,"(133, 87)","(42, -94)"
39062,"(125, 62)","(34, -118)"
39063,"(131, 103)","(41, -78)"
39064,"(123, 91)","(32, -90)"
39065,"(135, 66)","(44, -115)"
39066,"(135, 91)","(45, -90)"
39078,"(125, 88)","(35, -92)"
39084,"(113, 21)","(22, -160)"
39085,"(125, 88)","(35, -92)"
39093,"(123, 94)","(33, -87)"
39100,"(134, 109)","(44, -72)"
39101,"(130, 105)","(39, -76)"
39103,"(129, 76)","(39, -105)"
39111,"(133, 102)","(43, -79)"
39114,"(111, 24)","(20, -156)"
39115,"(134, 60)","(44, -121)"
39116,"(123, 94)","(33, -87)"
39121,"(131, 91)","(40, -89)"
39128,"(134, 60)","(44, -121)"
39129,"(129, 75)","(39, -106)"
39130,"(120, 99)","(29, -81)"
39131,"(129, 82)","(38, -98)"
39132,"(131, 91)","(40, -89)"
39138,"(125, 88)","(35, -92)"
39143,"(131, 98)","(40, -83)"
39149,"(125, 88)","(35, -92)"
39151,"(123, 94)","(33, -87)"
39154,"(130, 105)","(39, -76)"
39159,"(128, 74)","(38, -106)"
39160,"(129, 75)","(39, -106)"
39168,"(133, 87)","(42, -94)"
39172,"(129, 82)","(38, -98)"
39174,"(126, 83)","(36, -98)"
39182,"(129, 88)","(38, -92)"
39184,"(134, 60)","(44, -121)"
39185,"(131, 91)","(40, -89)"
39194,"(129, 75)","(39, -106)"
39214,"(125, 88)","(35, -92)"
39225,"(130, 64)","(39, -117)"
39227,"(123, 94)","(33, -87)"
39235,"(123, 94)","(33, -87)"
39243,"(132, 65)","(41, -115)"
39244,"(127, 89)","(36, -92)"
39245,"(125, 88)","(35, -92)"
39254,"(125, 88)","(35, -92)"
39256,"(125, 88)","(35, -92)"
39271,"(131, 91)","(40, -89)"
39282,"(123, 94)","(33, -87)"
39287,"(123, 94)","(33, -87)"
39345,"(134, 109)","(44, -72)"
39348,"(128, 95)","(38, -85)"
39354,"(137, 86)","(46, -94)"
39356,"(129, 88)","(38, -92)"
39357,"(120, 99)","(30, -81)"
39358,"(123, 94)","(33, -87)"
39364,"(128, 95)","(38, -85)"
39366,"(123, 94)","(33, -87)"
39375,"(130, 76)","(40, -105)"
39390,"(123, 94)","(33, -87)"
39394,"(130, 64)","(40, -116)"
39398,"(130, 105)","(39, -76)"
39401,"(129, 103)","(39, -77)"
39406,"(134, 109)","(44, -72)"
39409,"(132, 109)","(42, -72)"
39410,"(123, 94)","(33, -87)"
39414,"(123, 94)","(33, -87)"
39418,"(129, 75)","(39, -106)"
39423,"(126, 83)","(36, -98)"
39424,"(125, 88)","(35, -92)"
39426,"(131, 91)","(40, -89)"
39435,"(132, 109)","(42, -72)"
39440,"(130, 105)","(39, -76)"
39448,"(125, 88)","(35, -92)"
39451,"(125, 94)","(35, -87)"
39452,"(121, 98)","(30, -83)"
39455,"(129, 75)","(39, -106)"
39462,"(124, 94)","(34, -87)"
39464,"(123, 94)","(33, -87)"
39467,"(124, 90)","(34, -90)"
39469,"(123, 94)","(33, -87)"
39475,"(131, 91)","(40, -89)"
39479,"(133, 87)","(42, -94)"
39484,"(124, 97)","(33, -84)"
39485,"(129, 82)","(38, -98)"
39487,"(131, 91)","(40, -89)"
39491,"(117, 99)","(27, -82)"
39492,"(118, 98)","(28, -83)"
39493,"(129, 103)","(39, -77)"
39505,"(123, 94)","(33, -87)"
39508,"(129, 75)","(39, -106)"
39510,"(123, 94)","(33, -87)"
39512,"(131, 91)","(40, -89)"
39518,"(123, 94)","(33, -87)"
39524,"(123, 83)","(33, -97)"
39525,"(133, 87)","(42, -94)"
39531,"(131, 91)","(40, -89)"
39535,"(129, 82)","(38, -98)"
39539,"(129, 75)","(39, -106)"
39541,"(123, 94)","(33, -87)"
39542,"(125, 74)","(34, -106)"
39543,"(131, 91)","(40, -89)"
39550,"(129, 103)","(39, -77)"
39551,"(135, 95)","(45, -86)"
39556,"(122, 91)","(31, -89)"
39561,"(125, 88)","(35, -92)"
39565,"(130, 105)","(39, -76)"
39613,"(133, 87)","(42, -94)"
39617,"(123, 94)","(33, -87)"
39625,"(125, 86)","(34, -94)"
39627,"(125, 94)","(35, -87)"
39629,"(123, 94)","(33, -87)"
39635,"(126, 83)","(36, -98)"
39636,"(124, 78)","(33, -103)"
39637,"(124, 78)","(33, -103)"
39645,"(120, 82)","(29, -99)"
39650,"(124, 94)","(34, -87)"
39652,"(126, 99)","(36, -81)"
39656,"(130, 75)","(40, -105)"
39659,"(125, 88)","(35, -92)"
39667,"(120, 84)","(30, -96)"
39668,"(131, 91)","(40, -89)"
39675,"(125, 69)","(34, -112)"
39678,"(134, 109)","(44, -72)"
39681,"(127, 87)","(36, -94)"
39683,"(125, 94)","(35, -87)"
39689,"(123, 94)","(33, -87)"
39690,"(125, 94)","(35, -87)"
39692,"(129, 103)","(39, -77)"
39694,"(121, 98)","(30, -83)"
39696,"(123, 94)","(33, -87)"
39704,"(125, 88)","(35, -92)"
39710,"(125, 94)","(35, -87)"
39716,"(111, 24)","(20, -156)"
39717,"(125, 94)","(35, -87)"
39720,"(123, 94)","(33, -87)"
39724,"(135, 95)","(45, -86)"
39727,"(134, 109)","(44, -72)"
39729,"(131, 91)","(40, -89)"
39731,"(131, 91)","(40, -89)"
39734,"(129, 103)","(39, -77)"
39737,"(130, 75)","(40, -105)"
39741,"(133, 91)","(42, -89)"
39743,"(129, 82)","(38, -98)"
39746,"(120, 98)","(30, -82)"
39755,"(129, 75)","(39, -106)"
39757,"(121, 82)","(30, -98)"
39759,"(129, 75)","(39, -106)"
39766,"(60, 124)","(-31, -57)"
39769,"(60, 124)","(-31, -57)"
39772,"(58, 123)","(-33, -57)"
39773,"(60, 124)","(-31, -57)"
39776,"(60, 124)","(-31, -57)"
39784,"(56, 125)","(-35, -56)"
39785,"(56, 125)","(-35, -56)"
39787,"(56, 125)","(-35, -56)"
39793,"(56, 125)","(-35, -56)"
39798,"(56, 123)","(-34, -58)"
39808,"(58, 126)","(-32, -54)"
39817,"(60, 124)","(-31, -57)"
39837,"(131, 253)","(41, 72)"
39838,"(131, 252)","(40, 71)"
39841,"(75, 347)","(-15, 167)"
39843,"(75, 347)","(-15, 167)"
39844,"(75, 347)","(-15, 167)"
39846,"(73, 349)","(-18, 168)"
39847,"(75, 347)","(-15, 167)"
39848,"(75, 349)","(-15, 168)"
39849,"(73, 349)","(-18, 168)"
39850,"(73, 349)","(-18, 168)"
39853,"(75, 349)","(-15, 168)"
39854,"(75, 349)","(-15, 168)"
39856,"(73, 349)","(-18, 168)"
39857,"(77, 348)","(-14, 167)"
39858,"(75, 349)","(-15, 168)"
39859,"(74, 349)","(-16, 168)"
39860,"(77, 348)","(-14, 167)"
39864,"(75, 348)","(-15, 168)"
39867,"(75, 349)","(-15, 168)"
39882,"(101, 113)","(10, -68)"
39884,"(98, 108)","(8, -72)"
39885,"(99, 116)","(9, -64)"
39888,"(101, 111)","(11, -70)"
39889,"(101, 112)","(11, -69)"
39890,"(100, 113)","(10, -67)"
39893,"(101, 113)","(10, -68)"
39894,"(101, 117)","(10, -64)"
39895,"(101, 114)","(10, -66)"
39896,"(101, 111)","(10, -70)"
39897,"(99, 116)","(9, -64)"
39902,"(101, 113)","(10, -68)"
39911,"(100, 113)","(10, -67)"
39920,"(94, 115)","(3, -66)"
39928,"(99, 111)","(8, -70)"
39930,"(100, 108)","(10, -72)"
39931,"(101, 113)","(10, -68)"
39942,"(100, 112)","(9, -68)"
39944,"(98, 108)","(8, -72)"
39945,"(101, 113)","(10, -68)"
39954,"(97, 117)","(6, -63)"
39955,"(100, 113)","(10, -67)"
39957,"(101, 113)","(10, -68)"
39962,"(97, 117)","(6, -63)"
39965,"(98, 112)","(7, -69)"
39969,"(105, 289)","(15, 109)"
39970,"(112, 287)","(21, 106)"
39972,"(111, 286)","(21, 106)"
39977,"(110, 285)","(19, 105)"
39979,"(112, 287)","(21, 106)"
39989,"(112, 287)","(21, 106)"
39995,"(110, 285)","(19, 105)"
39999,"(111, 286)","(21, 106)"
40003,"(110, 285)","(19, 105)"
40005,"(110, 285)","(19, 105)"
40006,"(102, 288)","(11, 107)"
40008,"(106, 288)","(16, 108)"
40009,"(111, 286)","(20, 105)"
40010,"(112, 285)","(21, 104)"
40011,"(110, 285)","(19, 105)"
40012,"(103, 290)","(12, 109)"
40013,"(113, 284)","(22, 103)"
40015,"(109, 286)","(18, 106)"
40019,"(101, 286)","(11, 105)"
40023,"(106, 288)","(16, 108)"
40026,"(109, 286)","(18, 106)"
40032,"(103, 290)","(12, 109)"
40034,"(107, 287)","(17, 107)"
40036,"(113, 286)","(22, 105)"
40037,"(102, 289)","(11, 108)"
40041,"(103, 290)","(12, 109)"
40045,"(103, 290)","(12, 109)"
40046,"(101, 286)","(11, 105)"
40052,"(111, 286)","(21, 106)"
40055,"(101, 286)","(11, 105)"
40061,"(107, 287)","(17, 107)"
40065,"(111, 286)","(21, 106)"
40070,"(111, 286)","(20, 105)"
40071,"(105, 288)","(15, 108)"
40076,"(109, 286)","(18, 106)"
40078,"(101, 286)","(11, 105)"
40084,"(110, 285)","(19, 105)"
40087,"(100, 286)","(9, 105)"
40111,"(111, 286)","(20, 105)"
40112,"(103, 290)","(12, 109)"
40116,"(102, 289)","(11, 108)"
40127,"(101, 287)","(10, 106)"
40135,"(102, 289)","(11, 108)"
40137,"(109, 286)","(18, 106)"
40145,"(103, 290)","(12, 109)"
40150,"(101, 286)","(10, 106)"
40151,"(107, 287)","(17, 107)"
40156,"(101, 287)","(10, 106)"
40157,"(102, 289)","(11, 108)"
40165,"(112, 286)","(22, 106)"
40168,"(109, 286)","(18, 106)"
40172,"(101, 286)","(11, 105)"
40180,"(109, 286)","(18, 106)"
40186,"(104, 290)","(13, 109)"
40189,"(113, 286)","(22, 106)"
40194,"(109, 286)","(18, 106)"
40196,"(109, 286)","(18, 106)"
40201,"(104, 290)","(13, 109)"
40206,"(103, 290)","(12, 109)"
40211,"(105, 289)","(15, 109)"
40213,"(113, 287)","(23, 106)"
40214,"(101, 286)","(11, 105)"
40220,"(107, 287)","(17, 107)"
40230,"(110, 285)","(19, 105)"
40232,"(109, 286)","(18, 106)"
40235,"(111, 286)","(21, 105)"
40259,"(108, 287)","(18, 106)"
40263,"(104, 289)","(14, 108)"
40268,"(107, 287)","(17, 107)"
40271,"(102, 289)","(11, 108)"
40277,"(113, 286)","(22, 106)"
40297,"(113, 286)","(22, 106)"
40300,"(101, 286)","(11, 105)"
40302,"(102, 289)","(11, 108)"
40314,"(109, 286)","(18, 106)"
40326,"(101, 286)","(11, 105)"
40342,"(109, 286)","(18, 106)"
40343,"(109, 286)","(18, 106)"
40367,"(107, 287)","(17, 107)"
40371,"(101, 286)","(11, 105)"
40373,"(108, 287)","(18, 106)"
40377,"(103, 290)","(12, 109)"
40383,"(113, 286)","(22, 106)"
40413,"(112, 287)","(21, 106)"
40438,"(109, 286)","(18, 106)"
40440,"(110, 285)","(19, 105)"
40446,"(111, 286)","(21, 106)"
40456,"(101, 287)","(11, 107)"
40458,"(103, 290)","(12, 109)"
40462,"(104, 290)","(13, 109)"
40465,"(113, 286)","(22, 106)"
40468,"(104, 289)","(14, 108)"
40504,"(104, 289)","(14, 108)"
40525,"(105, 289)","(15, 109)"
40531,"(109, 286)","(18, 106)"
40534,"(109, 286)","(18, 106)"
40539,"(109, 286)","(18, 106)"
40542,"(103, 290)","(12, 109)"
40546,"(106, 288)","(16, 108)"
40549,"(113, 285)","(22, 104)"
40550,"(107, 287)","(17, 107)"
40554,"(112, 286)","(21, 106)"
40560,"(109, 286)","(18, 106)"
40564,"(111, 287)","(20, 106)"
40579,"(113, 285)","(22, 104)"
40582,"(105, 288)","(15, 108)"
40590,"(109, 286)","(18, 106)"
40602,"(106, 288)","(16, 108)"
40608,"(112, 287)","(21, 106)"
40640,"(104, 289)","(14, 108)"
40645,"(104, 290)","(13, 109)"
40647,"(112, 285)","(21, 104)"
40649,"(105, 224)","(14, 44)"
40650,"(104, 227)","(14, 46)"
40652,"(105, 224)","(15, 43)"
40654,"(104, 227)","(14, 46)"
40659,"(105, 224)","(15, 43)"
40660,"(105, 224)","(15, 43)"
40665,"(107, 230)","(17, 49)"
40666,"(108, 224)","(17, 44)"
40667,"(105, 224)","(15, 43)"
40670,"(105, 224)","(15, 44)"
40671,"(105, 224)","(15, 44)"
40672,"(105, 224)","(15, 43)"
40675,"(107, 224)","(16, 43)"
40677,"(105, 224)","(15, 43)"
40679,"(105, 225)","(15, 44)"
40684,"(105, 225)","(15, 44)"
40686,"(107, 230)","(17, 49)"
40692,"(106, 225)","(15, 44)"
40693,"(105, 225)","(15, 44)"
40696,"(104, 227)","(14, 46)"
40705,"(104, 224)","(13, 44)"
40706,"(106, 225)","(15, 44)"
40707,"(105, 225)","(15, 44)"
40708,"(104, 227)","(14, 46)"
40714,"(107, 230)","(17, 49)"
40715,"(133, 202)","(42, 22)"
40718,"(132, 201)","(42, 21)"
